negative_comment	target	positive_comment	overall_comment	score	city_name	date
	上海虹桥康得思酒店		非常好	9.6	shanghai	2018年1月8日
	新天地朗廷酒店		位置好，周边文娱地点很多，购物方便！	9.6	shanghai	2018年7月26日
	上海万达瑞华酒店		早餐品种少，味道一般	7.1	shanghai	2018年2月8日
	北京秋果酒店五棵松店		服务很热情，有求必应，速度也很快，环境很好很干净...	9.6	beijing	2018年1月18日
	香港康得思酒店		第一次入住，超过心里预期，会介绍朋友	7.9	hong-kong	2018年1月27日
	北平花园北京西单店		位置特别好 出门就有庆丰包子和护国寺小吃 	8.8	beijing	2018年3月18日
	上海璞丽酒店		总之是一次非常不开心的入住体验，以后也不会推荐其他人来住。	2.9	shanghai	2018年2月20日
	上海和平饭店		环境和服务都很不错，作为成人很值得一住。	9.6	shanghai	2018年8月27日
	夜奔北京精品四合院		胡同很小，交通不太方便，早餐很赞，房间也很干净整洁	7.9	beijing	2017年9月26日
	上海浦东丽思卡尔顿酒店		拍照合适	9.6	shanghai	2018年2月24日
	香港嘉里酒店		很赞	10	hong-kong	2018年9月23日
	上海虹桥康得思酒店		服务态度不太好	5.4	shanghai	2017年12月19日
	新天地朗廷酒店		一如既往优秀	10	shanghai	2018年7月23日
	新天地朗廷酒店		睡眠很好	10	shanghai	2018年7月22日
	上海万达瑞华酒店		床垫很舒服	7.5	shanghai	2018年2月5日
	北京秋果酒店五棵松店		非常舒适，非常满意	10	beijing	2017年12月28日
	香港康得思酒店		明淨舒适的住宿	9.6	hong-kong	2018年1月17日
	北平花园北京西单店		半夜才到、打电话到前台，打着灯出来接我们，非常赞！	10	beijing	2018年2月26日
	上海璞丽酒店		非常滿意！	10	shanghai	2018年1月31日
	上海和平饭店		餐饮超贵，一杯白开水 10元，吃了一顿早餐和一顿午餐...	5.8	shanghai	2018年8月19日
	上海和平饭店		地理位置特别好，就是酒店老了点房间不会太大，但金尊服务很满意	9.6	shanghai	2018年8月15日
	夜奔北京精品四合院		总体满意，出行超级方便	7.9	beijing	2017年8月7日
	上海浦东丽思卡尔顿酒店		非常满意，以后会持续入住	10	shanghai	2018年2月22日
	香港嘉里酒店		非常好的一次体验，还会再去	10	hong-kong	2018年9月22日
	上海虹桥康得思酒店		非常满意	10	shanghai	2017年11月2日
	新天地朗廷酒店		价格太贵	7.5	shanghai	2018年6月12日
	上海万达瑞华酒店		酒店氛围不错， 位置好，员工素质高	8.3	shanghai	2017年11月27日
	北京秋果酒店五棵松店		位置很好找，也很静谧。	9.2	beijing	2017年12月3日
	香港康得思酒店		值得入住	9.6	hong-kong	2018年1月15日
	北平花园北京西单店		服务太呆板，不够人性化!	5.4	beijing	2018年1月28日
	上海璞丽酒店		床很师傅。	6.7	shanghai	2018年1月31日
	上海和平饭店		体验历史感的酒店	7.9	shanghai	2018年8月13日
	上海和平饭店		地理位置，历史感和厚重感，打扫卫生很及时干净	9.2	shanghai	2018年8月7日
	夜奔北京精品四合院		宾至如归	8.8	beijing	2017年6月19日
	上海浦东丽思卡尔顿酒店		景色特别好	10	shanghai	2018年2月4日
	上海浦东丽思卡尔顿酒店		外景差	7.5	shanghai	2018年1月25日
	香港嘉里酒店		海景	4.6	hong-kong	2018年9月20日
	新天地朗廷酒店		还行吧	7.1	shanghai	2018年6月3日
	新天地朗廷酒店		位置好，价格合理，性价比很高！	10	shanghai	2018年4月26日
	上海万达瑞华酒店		值得再入住	10	shanghai	2017年10月4日
	北京秋果酒店五棵松店		五棵松看演唱会必备之酒店！蓝牙音响值得你拥有！	9.6	beijing	2017年11月12日
	香港康得思酒店		舒适	10	hong-kong	2018年1月15日
	北平花园北京西单店		还会再去的。	10	beijing	2018年1月11日
	上海璞丽酒店		一般	8.8	shanghai	2018年1月29日
	上海璞丽酒店		总体来说很舒适	8.8	shanghai	2018年1月27日
	上海和平饭店		充满历史感的同时，客房内设施很新很现代。	8.8	shanghai	2018年7月24日
	上海和平饭店		参观服务可以提前预约 lisa的讲解很棒	6.7	shanghai	2018年7月21日
	夜奔北京精品四合院		这里很特别，环境是北京的老胡同四合院...	9.2	beijing	2017年4月6日
	夜奔北京精品四合院		感谢遇见夜奔北京，我会再次入住。	9.2	beijing	2017年4月1日
	上海浦东丽思卡尔顿酒店		房间都设计特别好	9.6	shanghai	2018年1月2日
	上海浦东丽思卡尔顿酒店		设备都老旧了	6.7	shanghai	2017年12月16日
	香港嘉里酒店		没有。	3.8	hong-kong	2018年9月15日
	香港嘉里酒店		服务友善，暖心。	7.5	hong-kong	2018年9月6日
	新天地朗廷酒店		交通方便，闹中取静，周边环境优美，酒店设施齐备。	8.3	shanghai	2018年4月8日
	新天地朗廷酒店		很滿意吧。	9.2	shanghai	2018年4月7日
	上海万达瑞华酒店		房间宽敞，硬件非常棒，服务也很热情	9.6	shanghai	2017年9月18日
	上海万达瑞华酒店		位置好，床舒服，酒店私密。	10	shanghai	2017年9月1日
	北京秋果酒店五棵松店		地理位置不错，价格美丽。	6.3	beijing	2017年9月19日
	北京秋果酒店五棵松店		服务态度很好，客房很舒服，里面还有洗衣液，真的很不错	9.6	beijing	2017年6月22日
	香港康得思酒店		交通、购物方便 干净、舒适 员工友善	9.2	hong-kong	2018年1月9日
	香港康得思酒店		非常好	10	hong-kong	2017年12月30日
	北平花园北京西单店		地理位置不错，在胡同里安静。	7.5	beijing	2017年10月28日
	北平花园北京西单店		总体来说还是很不错的，有机会还会再去。	9.2	beijing	2017年10月24日
	上海璞丽酒店		到酒店，拿了标房，刚到房间感觉想换大床，电话前台，就被拒绝...	6.7	shanghai	2018年1月16日
	上海璞丽酒店		低调优雅有品位的住宿首选	10	shanghai	2018年1月4日
	上海和平饭店		当时退房付了现金人民币两千多，但是又在我的信用卡上扣了钱...	7.1	shanghai	2018年7月16日
	上海和平饭店		虽有瑕疵，总归还是一次比较开心的入住。不知道booking网页出了什么差错，照片被左旋90度。	7.1	shanghai	2018年7月10日
	夜奔北京精品四合院		炒鸡棒的北京四合院	10	beijing	2017年3月27日
	夜奔北京精品四合院		不打扰人	7.1	beijing	2019年3月7日
	香港嘉里酒店		非常满意，一切都非常完美，体验很棒	10	hong-kong	2018年9月3日
	新天地朗廷酒店		一般	7.1	shanghai	2018年4月5日
	上海万达瑞华酒店		还行吧	7.1	shanghai	2017年8月26日
	北京秋果酒店五棵松店		不会再住	5.4	beijing	2017年6月4日
	香港康得思酒店		完美体验	9.2	hong-kong	2017年12月28日
	北平花园北京西单店		环境好，前台小姑娘和蔼亲切，店里的装修很有味道。	9.6	beijing	2017年10月3日
	上海璞丽酒店		虽然环境不错，总体性价比不高	6.3	shanghai	2018年1月4日
	上海和平饭店		绝对推荐，地理位置极佳，员工热情，服务周到，房间风格明显...	10	shanghai	2018年6月28日
	夜奔北京精品四合院		喜欢跟一般酒店不同的住宿体验，找到儿时的味道	10	beijing	2019年2月8日
	香港嘉里酒店		热情	9.6	hong-kong	2018年9月3日
	新天地朗廷酒店		床很舒服 地理位置很好	9.2	shanghai	2018年3月16日
	上海万达瑞华酒店		位置	6.7	shanghai	2017年8月9日
	北京秋果酒店五棵松店		性价比高的小精品	9.6	beijing	2017年5月29日
	香港康得思酒店		早餐非常好，服务态度佳，客房服务到位	10	hong-kong	2017年12月28日
	北平花园北京西单店		紧凑的布局，花团的锦簇，让你感觉亲近但又私密。	6.7	beijing	2017年9月25日
	北京王府井希尔顿酒店		我定的是风格套房大床间...	10	beijing	2019年2月14日
	上海璞丽酒店		迷你吧不另外收费	8.8	shanghai	2018年1月3日
	上海璞丽酒店		总体非常有格调和品味，房间舒适。	9.2	shanghai	2017年12月28日
	上海和平饭店		值得来一次，不建议光顾第二次	7.5	shanghai	2018年6月25日
	上海和平饭店		爵士酒吧绝对是最大特色！	10	shanghai	2018年5月27日
	夜奔北京精品四合院		地理位置很好	9.2	beijing	2018年12月3日
	夜奔北京精品四合院		服務人員親切，房間整齊清潔，早餐可口	10	beijing	2018年8月28日
	香港嘉里酒店		还会再来	10	hong-kong	2018年8月30日
	香港嘉里酒店		服务很好	10	hong-kong	2018年8月30日
	新天地朗廷酒店		住宿的环境好，服务好	10	shanghai	2018年3月15日
	新天地朗廷酒店		床特别赞！	10	shanghai	2017年12月24日
	上海万达瑞华酒店		下次会再入住！	10	shanghai	2017年5月17日
	北京秋果酒店五棵松店		服务员态度都非常好，房间很好很干净，距离地铁站很近。	10	beijing	2017年4月21日
	香港康得思酒店		棒棒哒！	10	hong-kong	2017年12月15日
	北平花园北京西单店		环境温馨，适合度假休息	9.2	beijing	2017年6月21日
	北京王府井希尔顿酒店		床特别大，服务态度特别好，地理位置优越，非常不错👍	10	beijing	2019年2月8日
	上海璞丽酒店		公共区域的装修还不错	6.7	shanghai	2017年12月17日
	上海和平饭店		總體入住感受良好，酒店服務需提升。	7.1	shanghai	2018年5月22日
	夜奔北京精品四合院		體驗胡同的住宿感覺	6.7	beijing	2018年5月7日
	香港嘉里酒店		可以看海	7.1	hong-kong	2018年8月29日
	新天地朗廷酒店		一般	5.8	shanghai	2017年12月20日
	北京秋果酒店五棵松店		舒适安全便捷小资	9.6	beijing	2017年4月20日
	香港康得思酒店		很舒适的体验	10	hong-kong	2017年12月5日
	北平花园北京西单店		很棒的花园民宿 	10	beijing	2017年5月21日
	北京王府井希尔顿酒店		绝对可以	10	beijing	2019年1月31日
	上海璞丽酒店		很有特色的酒店	10	shanghai	2017年10月30日
	上海和平饭店		去上海一定要体验一下和平饭店	9.2	shanghai	2018年5月15日
	夜奔北京精品四合院		环境	8.8	beijing	2018年1月22日
	香港嘉里酒店		非常好！	10	hong-kong	2018年8月23日
	新天地朗廷酒店		总体来说不错	9.6	shanghai	2017年12月14日
	北京秋果酒店五棵松店		完美！	10	beijing	2018年8月30日
	北京秋果酒店五棵松店		設備新，服務員態度好	7.5	beijing	2018年7月29日
	香港康得思酒店		位置很棒，床枕头太软.洗手间浴缸下水很慢.比之前叫朗豪酒店的时候差一些	6.7	hong-kong	2017年11月21日
	北平花园北京西单店		前台2位小姑娘服务很好，做的早餐也很棒!	9.6	beijing	2017年5月9日
	上海浦东丽思卡尔顿酒店		还可以吧	6.7	shanghai	2017年10月31日
	北京王府井希尔顿酒店		不想多说，入住期间的几个问题处理得都不太满意...	5.8	beijing	2019年1月30日
	上海璞丽酒店		很舒适	10	shanghai	2017年10月29日
	上海和平饭店		还是很值得住一晚浪漫一下	9.6	shanghai	2018年5月14日
	夜奔北京精品四合院		值得体验	9.2	beijing	2017年12月31日
	香港嘉里酒店		很新 设施不错	9.2	hong-kong	2018年8月21日
	新天地朗廷酒店		很不错	9.6	shanghai	2017年10月4日
	北京秋果酒店五棵松店		干净，枕头舒服，服务特别好，讲究	10	beijing	2018年7月15日
	北京秋果酒店五棵松店		无线信号不佳	10	beijing	2018年7月12日
	香港康得思酒店		隔音非常不好，走廊讲话房间听的一清二楚。	6.7	hong-kong	2017年10月26日
	香港康得思酒店		为何多扣款	7.9	hong-kong	2017年10月17日
	北平花园北京西单店		早餐再丰富些就更好咯	8.3	beijing	2018年10月9日
	北平花园北京西单店		很不舒服！	2.9	beijing	2018年5月23日
	上海浦东丽思卡尔顿酒店		房间信号弱，在拐角处房间，床垫太软，房间太小	6.7	shanghai	2017年9月16日
	上海浦东丽思卡尔顿酒店		很好	9.2	shanghai	2017年8月23日
	北京王府井希尔顿酒店		房间灯光氛围不错	3.3	beijing	2019年1月27日
	上海璞丽酒店		很满意	10	shanghai	2017年10月13日
	上海璞丽酒店		游泳池是臭氧消毒的 没有味道	9.2	shanghai	2017年10月9日
	上海和平饭店		地理位置一流，装修很有老上海的风情。	10	shanghai	2018年5月13日
	上海和平饭店		地理位置极好，酒店恰到好处地融合了老上海的风情和新上海的现代...	9.6	shanghai	2018年5月13日
	夜奔北京精品四合院		很好的传统四合院的住宿体验	10	beijing	2017年10月28日
	夜奔北京精品四合院		good！	8.8	beijing	2017年9月23日
	香港嘉里酒店		每次来都会选择住这里	10	hong-kong	2018年8月20日
	新天地朗廷酒店		就是我想要的感觉	10	shanghai	2017年8月28日
	新天地朗廷酒店		味道不到酒店的星级水准	7.5	shanghai	2017年5月9日
	北京秋果酒店五棵松店		非常棒	10	beijing	2017年11月27日
	北京秋果酒店五棵松店		可以推荐入住	6.7	beijing	2017年9月9日
	香港康得思酒店		蛮好的	7.9	hong-kong	2017年10月7日
	香港康得思酒店		地毯需要定时清洁，入住晚上睡觉有虱子咬，睡得不好	7.1	hong-kong	2017年9月29日
	北平花园北京西单店		早餐不错，设施干净卫生，交通方便。	8.8	beijing	2018年3月12日
	北平花园北京西单店		喜欢上面的露台，很舒服	10	beijing	2017年11月7日
	北京柏悦酒店		床和枕头都很舒服，卫生间马桶也很高级。	7.1	beijing	2018年10月23日
	上海浦东丽思卡尔顿酒店		开心	10	shanghai	2017年7月4日
	上海浦东丽思卡尔顿酒店		入住时间是下午五点 预计的两点整整晚了三个小时！	4.6	shanghai	2017年6月18日
	北京王府井希尔顿酒店		非常不错，性价比超高！	9.2	beijing	2019年1月21日
	北京王府井希尔顿酒店		层高矮、早餐差、房间暗、通风没！	5.4	beijing	2018年10月10日
	上海璞丽酒店		清靜舒適地點佳	10	shanghai	2017年9月6日
	上海和平饭店		和平饭店整栋楼都是老建筑，能维护成这样真的很不容易。	10	shanghai	2018年5月5日
	夜奔北京精品四合院		比较贴近当地生活的胡同	9.2	beijing	2017年9月14日
	香港嘉里酒店		都还不错啦	9.6	hong-kong	2018年8月19日
	香港嘉里酒店		非常好，kerry bar很棒	10	hong-kong	2018年8月19日
	北京秋果酒店五棵松店		强烈推荐	10	beijing	2017年9月6日
	香港康得思酒店		朗豪酒店改名厚服务不变	10	hong-kong	2017年9月22日
	香港康得思酒店		超棒的体验	10	hong-kong	2017年9月19日
	北平花园北京西单店		环境不错 设施齐全	9.2	beijing	2017年8月20日
	北平花园北京西单店		态度很棒！	10	beijing	2017年6月13日
	北京柏悦酒店		除了地点优越，还真没什么心动的地方了。	6.7	beijing	2018年10月22日
	北京柏悦酒店		意料之外的糟糕。	5.8	beijing	2018年10月1日
	上海浦东丽思卡尔顿酒店		性价比低	7.5	shanghai	2017年4月20日
	上海浦东丽思卡尔顿酒店		5星推荐，超棒	10	shanghai	2017年4月17日
	北京王府井希尔顿酒店		房间相当大了，设施也比较全。	9.6	beijing	2018年10月9日
	北京王府井希尔顿酒店		位置很好，王府井步行街非常近，天安门广场，故宫也很近。	7.9	beijing	2018年9月11日
	上海璞丽酒店		舒适，房间空间大。	9.6	shanghai	2017年8月24日
	上海璞丽酒店		超级舒适	10	shanghai	2017年8月24日
	上海和平饭店		太一般了，不值2000	7.5	shanghai	2018年5月2日
	上海和平饭店		一切都挺满意	9.2	shanghai	2018年4月18日
	夜奔北京精品四合院		很好	9.6	beijing	2017年9月7日
	夜奔北京精品四合院		体验中式民居	10	beijing	2017年7月6日
	香港嘉里酒店		很想继续入住	10	hong-kong	2018年8月16日
	香港嘉里酒店		风景	9.2	hong-kong	2018年8月14日
	北京秋果酒店五棵松店		无噪音	10	beijing	2017年7月11日
	北京秋果酒店五棵松店		下次再来住	10	beijing	2017年6月24日
	香港康得思酒店		方便，干净。	10	hong-kong	2017年9月15日
	香港康得思酒店		二样都好	7.0	hong-kong	2017年9月12日
	北京柏悦酒店		入住的时候大堂在装修，有点不太方便	10	beijing	2018年9月19日
	北京柏悦酒店		很喜欢60层的风景，king size bed睡起来很舒服	9.6	beijing	2018年3月12日
	上海浦东丽思卡尔顿酒店		地理位置很方便	8.3	shanghai	2017年4月8日
	北京王府井希尔顿酒店		非常差的入住体验	4.6	beijing	2018年8月30日
	北京王府井希尔顿酒店		到酒店门口服务员看着没有上来帮忙拿行李，房间也没有提前空出来...	3.8	beijing	2018年8月20日
	上海璞丽酒店		总体还行	8.8	shanghai	2017年7月25日
	上海璞丽酒店		不错的入住体验	8.8	shanghai	2017年6月29日
	上海和平饭店		大堂前台，旋转门，电梯停，工程部，行政层的员工都非常好！	7.1	shanghai	2018年4月8日
	上海和平饭店		作为老酒店体验来说是个不错的经历。	7.5	shanghai	2018年4月8日
	夜奔北京精品四合院		服务很好，员工热情，环境整洁	9.2	beijing	2017年3月29日
	香港嘉里酒店		附近毕竟方便。	10	hong-kong	2018年8月11日
	香港嘉里酒店		超级享受	9.6	hong-kong	2018年8月7日
	北京秋果酒店五棵松店		蓝牙音箱超棒	10	beijing	2017年5月5日
	香港康得思酒店		地理位置	9.6	hong-kong	2017年8月31日
	香港康得思酒店		房间和床太小了、	5.8	hong-kong	2017年8月28日
	北京柏悦酒店		位置很好，景观很赞！	8.8	beijing	2018年2月23日
	北京柏悦酒店		早餐味道不错	8.3	beijing	2018年2月9日
	上海浦东丽思卡尔顿酒店		床非常舒服，环境位置最满意	10	shanghai	2017年4月4日
	上海浦东丽思卡尔顿酒店		位置好，景观好，酒吧好，餐饮好	8.8	shanghai	2017年3月29日
	北京王府井希尔顿酒店		一切都不错，除了前台电话无法接通	9.6	beijing	2018年7月25日
	北京王府井希尔顿酒店		酒店升级了房间。	8.8	beijing	2018年7月18日
	上海璞丽酒店		超爱这个区和这里的定位价值观	8.8	shanghai	2017年5月30日
	上海璞丽酒店		因房间窗帘问题投诉，前台经理的回答令人十分不悦。	2.5	shanghai	2017年4月16日
	北京饭店诺金-王府井		员工非常亲切和专业。	10	beijing	2019年3月4日
	上海和平饭店		房间很大，环境很棒，住宿同时可以作为上海标志性景点参观一下	9.2	shanghai	2018年4月4日
	香港嘉里酒店		下次还会考虑入住该酒店。	10	hong-kong	2018年8月6日
	香港康得思酒店		下次还会预定！	10	hong-kong	2017年8月26日
	北京柏悦酒店		环境，清洁程度非常好，早餐绝没有其他评论中那么强	7.9	beijing	2018年2月2日
	北京柏悦酒店		地理位置极好！	8.3	beijing	2018年1月28日
	北京王府井希尔顿酒店		瑕不掩瑜，整体完美令人满意	9.2	beijing	2018年6月15日
	北京王府井希尔顿酒店		非常不满意	5.4	beijing	2018年5月25日
	上海璞丽酒店		因房间窗帘问题向前台投诉，经理给出的回答令人十分不悦。	5.0	shanghai	2017年4月16日
	北京饭店诺金-王府井		总体满意	10	beijing	2019年3月4日
	上海和平饭店		物超所值！ Perfect！	10	shanghai	2018年4月3日
	上海和平饭店		地理位置非常好，员工服务也好，大家都很有礼貌。	7.1	shanghai	2018年3月29日
	香港嘉里酒店		床睡得舒服	9.6	hong-kong	2018年8月4日
	香港嘉里酒店		人员素质很高，海景无敌！	9.2	hong-kong	2018年8月3日
	香港康得思酒店		位置便利 设施也不错	10	hong-kong	2017年8月26日
	香港康得思酒店		很棒	10	hong-kong	2017年8月22日
	北京柏悦酒店		北京，北京！	9.2	beijing	2018年1月9日
	北京柏悦酒店		景观让人流连忘返的一次住宿	7.5	beijing	2018年1月3日
	北京王府井希尔顿酒店		坑	7.1	beijing	2018年5月23日
	上海璞丽酒店		地点好、酒店私密性好、	8.8	shanghai	2017年4月4日
	上海璞丽酒店		Spa 和歺饮	9.2	shanghai	2019年3月18日
	北京中国大饭店（香格里拉管理）		位置一流，早餐和停车有待改善	9.6	beijing	2019年2月11日
	北京饭店诺金-王府井		强烈推荐！	10	beijing	2019年2月23日
	上海和平饭店		值得入住	9.2	shanghai	2018年3月13日
	香港嘉里酒店		满意	7.5	hong-kong	2018年7月31日
	香港康得思酒店		服务到位，能快速回应附加要求。	10	hong-kong	2017年8月21日
	北京柏悦酒店		房间很大，景色很好，有种纵览CBD的感觉。迎宾小哥哥会主动帮忙提行李开电梯，客房服务也很快。只是wifi不理想，一直靠自己的4G活着	9.6	beijing	2017年12月4日
	北京王府井希尔顿酒店		很满意！	10	beijing	2018年5月2日
	上海璞丽酒店		地理位置好，环境非常有特色，闹中取静	10	shanghai	2019年2月25日
	北京中国大饭店（香格里拉管理）		位置上佳，设施一般，早餐最差	8.3	beijing	2019年2月11日
	朗丽兹西山花园酒店		员工见到客人热心打招呼。	8.8	beijing	2019年2月9日
	北京饭店诺金-王府井		以后还会再来入住的~	9.2	beijing	2019年2月21日
	上海和平饭店		虽然是一家老的酒店...	10	shanghai	2018年3月11日
	香港嘉里酒店		还行吧	9.2	hong-kong	2018年7月30日
	北京乾元酒店		地理位置极佳，房间整洁	9.6	beijing	2019年2月19日
	香港康得思酒店		订酒店时预定高层景观好的，但是到了九点就没住上，有的失望	6.3	hong-kong	2017年8月9日
	香港康得思酒店		非常好	10	hong-kong	2017年8月9日
	北京柏悦酒店		观赏京城的天际线	7.9	beijing	2017年11月5日
	北京柏悦酒店		地理位置极赞，下楼左传国贸地铁站。	8.8	beijing	2017年9月26日
	北京王府井希尔顿酒店		就此别过，再不相见。	3.3	beijing	2018年3月22日
	上海璞丽酒店		完美	9.6	shanghai	2019年2月14日
	上海璞丽酒店		很好	7.9	shanghai	2019年2月12日
	北京东隅酒店		酒店装修有些年头了，设施有点老了。	8.8	beijing	2019年2月24日
	北京中国大饭店（香格里拉管理）		非常满意很喜欢	10	beijing	2019年2月10日
	北京中国大饭店（香格里拉管理）		一般，性价比低	5.4	beijing	2019年2月10日
	朗丽兹西山花园酒店		非常满意	9.6	beijing	2018年8月30日
	朗丽兹西山花园酒店		此酒店服务态度很好👍👍	9.6	beijing	2018年6月30日
	北京饭店诺金-王府井		度过了愉快的10小时	8.3	beijing	2019年2月18日
	北京饭店诺金-王府井		地理位置优越，走到天安门广场10分钟，地铁、王府井几步之遥！	9.6	beijing	2019年2月12日
	上海和平饭店		交通便利，离外滩很近	6.3	shanghai	2018年3月7日
	香港嘉里酒店		性价比超高的五星级酒店	10	hong-kong	2018年7月28日
	香港嘉里酒店		房间很大，海景很赞	7.5	hong-kong	2018年7月27日
	北京乾元酒店		非常适合	8.8	beijing	2019年2月14日
	北京乾元酒店		房间设计风格清新舒适，小设计有惊喜。	9.6	beijing	2019年2月10日
	香港康得思酒店		非常好	8.8	hong-kong	2017年8月7日
	香港康得思酒店		服务态度好	9.2	hong-kong	2017年8月4日
	北京柏悦酒店		还是完美的	10	beijing	2017年9月25日
	北京柏悦酒店		非常满意	10	beijing	2017年8月28日
	北京王府井希尔顿酒店		地理位置很方便	6.7	beijing	2018年3月9日
	北京王府井希尔顿酒店		总体还是不错的	8.3	beijing	2018年2月28日
	上海璞丽酒店		闹中取静，璞丽做到了	10	shanghai	2019年2月9日
	北京东隅酒店		位置和周边的shoppingmall。	7.5	beijing	2019年2月23日
	北京中国大饭店（香格里拉管理）		非常满意，酒店大气，富丽堂皇，服务员的态度非常好。	8.3	beijing	2019年2月8日
	朗丽兹西山花园酒店		停车收费打消了所有的好	4.6	beijing	2018年1月2日
	朗丽兹西山花园酒店		房间很大，超出想象，早餐也不错，性价比很高。	10	beijing	2017年11月9日
	北京饭店诺金-王府井		地理位置非常好，市中心的市中心...	8.3	beijing	2019年2月6日
	北京饭店诺金-王府井		酒店的地理位置非常好，王府井地铁站C1出口就是。	9.6	beijing	2019年1月29日
	上海和平饭店		不虚此行	10	shanghai	2018年3月5日
	上海和平饭店		我们每次去上海我老公都要住和平饭店，闹中取静，历史悠久...	10	shanghai	2018年3月4日
	香港嘉里酒店		非常棒	8.8	hong-kong	2018年7月23日
	香港嘉里酒店		非常棒得体验	9.6	hong-kong	2018年7月23日
	北京乾元酒店		非常干净，床很舒服。	10	beijing	2019年1月5日
	北京乾元酒店		地理位置很好 无论是出城或进城方向都很近...	9.2	beijing	2019年1月2日
	香港康得思酒店		床很舒服，房间特别大，价格虽然贵但是体验很好	9.2	hong-kong	2017年8月3日
	香港康得思酒店		非常好	10	hong-kong	2017年8月2日
	北京柏悦酒店		早餐很棒，和员工反应的情况能够及时得到调整。	6.3	beijing	2017年7月8日
	北京柏悦酒店		水果很好	8.8	beijing	2019年2月10日
	北京王府井希尔顿酒店		还会再来如果还是这个价格	10	beijing	2018年2月28日
	北京王府井希尔顿酒店		很舒服很干净很温馨很方便。	10	beijing	2018年2月20日
	上海璞丽酒店		餐厅是亮点哦	10	shanghai	2019年2月8日
	上海璞丽酒店		很值得	10	shanghai	2019年2月7日
	北京东隅酒店		如果没有下水道的味道就perfect！	8.3	beijing	2019年2月11日
	北京东隅酒店		1.	9.6	beijing	2019年2月11日
	北京中国大饭店（香格里拉管理）		很遗憾，虽然是老饭店，管理上也尽力了，但是无法满足我的需求	7.0	beijing	2019年2月6日
	朗丽兹西山花园酒店		自助餐很方便，房间设施很齐全	8.3	beijing	2017年10月6日
	朗丽兹西山花园酒店		前台服务接待，包括门前服务人员，服务很满意	7.9	beijing	2017年5月3日
	北京饭店诺金-王府井		地理位置非常好，员工热情服务好。	8.3	beijing	2019年1月12日
	北京饭店诺金-王府井		服务令人失望，不会再次入住也绝不会推荐给他人	4.2	beijing	2018年12月8日
	上海和平饭店		一次放松满意的体验。	10	shanghai	2018年2月26日
	上海和平饭店		酒店服务管理水平较差。入住体验有负盛名。五星中的中下级别，靠历史文化做卖点。	6.3	shanghai	2018年2月24日
	香港嘉里酒店		隔音非常差，然后餐不好吃。	5.0	hong-kong	2018年7月16日
	香港嘉里酒店		海景美	9.2	hong-kong	2018年7月16日
	北京乾元酒店		地理位置还算不错吧，交通方便	7.1	beijing	2018年12月25日
	香港康得思酒店		房间大玻璃，够大	9.6	hong-kong	2017年7月18日
	香港康得思酒店		地理位置好！	10	hong-kong	2017年7月17日
	北京柏悦酒店		一般	6.7	beijing	2018年6月11日
	北京柏悦酒店		很人性化，生日送来了蛋糕和祝福！	10	beijing	2018年6月11日
	北京王府井希尔顿酒店		在新泳池游泳回来后身上过敏了，是不是水不干净。	9.6	beijing	2018年2月8日
	北京王府井希尔顿酒店		住这家是因为靠近王府井，容易去apm吃好吃的餐厛	7.5	beijing	2018年1月9日
	上海璞丽酒店		泳池和Spa很棒，出行很方便。	10	shanghai	2019年2月5日
	北京东隅酒店		虎头蛇尾。	8.8	beijing	2019年2月8日
	北京东隅酒店		地点很好，直通shopping mall非常方便	9.2	beijing	2018年11月10日
	北京中国大饭店（香格里拉管理）		环境好，房间大，比较干净。	7.9	beijing	2019年1月31日
	北京中国大饭店（香格里拉管理）		几年前入住过中国大饭店，留下的印象很美好。	8.8	beijing	2018年11月12日
	朗丽兹西山花园酒店		会推荐朋友来住	9.6	beijing	2017年5月2日
	朗丽兹西山花园酒店		有机会还会入住	8.3	beijing	2019年1月24日
	北京饭店诺金-王府井		因为booking订单延迟的问题...	8.3	beijing	2018年12月7日
	北京饭店诺金-王府井		所有的都很满意，尤其是萧伯纳命名的作家酒吧，很有历史感...	10	beijing	2018年12月3日
	上海和平饭店		环境不错，地理位置比较好，离地铁站较近，黄金地段的价格...	9.2	shanghai	2018年2月23日
	香港嘉里酒店		非常非常不錯的酒店。	10	hong-kong	2018年7月13日
	北京乾元酒店		全體員工都非常親切！	10	beijing	2018年12月8日
	香港康得思酒店		基本滿意	7.5	hong-kong	2017年7月8日
	北京柏悦酒店		很好	9.6	beijing	2018年5月2日
	北京王府井希尔顿酒店		还行吧~	8.3	beijing	2017年11月7日
	上海璞丽酒店		不能用支付宝	9.2	shanghai	2019年1月31日
	北京东隅酒店		预约时一晚费用800元，实际支付时被收1000多一位...	5.6	beijing	2018年10月29日
	北京中国大饭店（香格里拉管理）		房间没暖风，冻的一晚上没睡好，服务员说给送个被子...	5.0	beijing	2018年10月22日
	朗丽兹西山花园酒店		非常感谢	10	beijing	2018年10月7日
	北京饭店诺金-王府井		不满意	3.3	beijing	2018年11月19日
	上海和平饭店		和平饭店-很有品味	10	shanghai	2018年2月22日
	香港嘉里酒店		房间很大 海景优美 设计很棒	9.6	hong-kong	2018年7月12日
	北京乾元酒店		Good Trip	10	beijing	2018年11月15日
	北京乾元酒店		干净 便利 员工友好	10	beijing	2018年11月3日
	香港康得思酒店		地理位置不错	8.3	hong-kong	2017年7月4日
